Date,Price,Open,High,Low,Volume,Change %
09/21/2021,"1,282.75","1,273.00","1,284.50","1,266.50",21.71K,0.86%
09/20/2021,"1,271.75","1,294.00","1,294.00","1,271.25",25.31K,-1.64%
09/17/2021,"1,293.00","1,304.00","1,307.00","1,287.00",21.74K,-0.90%
09/16/2021,"1,304.75","1,304.25","1,317.00","1,300.25",22.43K,0.10%
09/15/2021,"1,303.50","1,292.25","1,305.00","1,285.25",26.38K,1.64%
09/14/2021,"1,282.50","1,285.75","1,297.50","1,281.00",72.17K,-0.18%
09/13/2021,"1,284.75","1,290.00","1,294.25","1,277.00",67.96K,-0.14%
09/10/2021,"1,286.50","1,270.75","1,300.00","1,262.75",139.99K,1.26%
09/09/2021,"1,270.50","1,280.00","1,281.75","1,265.00",84.69K,-0.70%
09/08/2021,"1,279.50","1,279.00","1,288.00","1,272.00",88.64K,0.20%
09/07/2021,"1,277.00","1,291.75","1,305.75","1,276.50",73.52K,-1.15%
09/06/2021,"1,291.88","1,291.88","1,291.88","1,291.88",,-0.01%
09/03/2021,"1,292.00","1,282.75","1,296.75","1,276.75",73.70K,0.68%
09/02/2021,"1,283.25","1,278.00","1,287.75","1,271.00",93.83K,0.43%
09/01/2021,"1,277.75","1,294.00","1,295.75","1,270.00",111.52K,-1.14%
08/31/2021,"1,292.50","1,305.25","1,312.00","1,283.25",111.70K,-0.82%
08/30/2021,"1,303.25","1,323.25","1,336.25","1,297.00",102.39K,-1.51%
08/27/2021,"1,323.25","1,324.00","1,325.00","1,307.50",75.65K,-0.23%
08/26/2021,"1,326.25","1,331.00","1,331.50","1,318.00",77.54K,-0.49%
08/25/2021,"1,332.75","1,332.00","1,339.50","1,322.00",91.32K,0.08%
08/24/2021,"1,331.75","1,299.00","1,337.75","1,292.00",120.28K,3.02%
08/23/2021,"1,292.75","1,288.50","1,309.00","1,286.50",91.59K,0.15%
08/20/2021,"1,290.75","1,321.00","1,333.50","1,277.25",118.55K,-2.22%
08/19/2021,"1,320.00","1,351.75","1,351.75","1,314.25",109.71K,-2.46%
08/18/2021,"1,353.25","1,362.25","1,365.00","1,347.25",66.37K,-0.61%
08/17/2021,"1,361.50","1,374.00","1,379.75","1,356.75",86.76K,-0.49%
08/16/2021,"1,368.25","1,366.25","1,378.00","1,360.75",75.61K,-0.35%
08/13/2021,"1,373.00","1,347.25","1,373.25","1,335.50",20.56K,1.93%
08/12/2021,"1,347.00","1,346.25","1,374.50","1,329.50",21.96K,0.00%
08/11/2021,"1,347.00","1,348.00","1,365.50","1,344.75",18.93K,-0.09%
08/10/2021,"1,348.25","1,337.00","1,354.75","1,337.00",14.06K,0.50%
08/09/2021,"1,341.50","1,345.75","1,354.75","1,335.75",12.25K,-0.20%
08/06/2021,"1,344.25","1,337.00","1,349.75","1,331.50",13.01K,0.64%
08/05/2021,"1,335.75","1,333.50","1,347.75","1,322.00",13.11K,0.28%
08/04/2021,"1,332.00","1,327.00","1,335.50","1,320.25",16.80K,0.62%
08/03/2021,"1,323.75","1,349.50","1,350.25","1,312.75",23.95K,-2.40%
08/02/2021,"1,356.25","1,355.00","1,362.00","1,342.00",11.37K,0.06%
07/30/2021,"1,355.50","1,386.25","1,387.25","1,350.50",16.02K,-2.15%
07/29/2021,"1,385.25","1,369.50","1,388.50","1,366.00",17.42K,1.09%
07/28/2021,"1,370.25","1,371.25","1,378.75","1,358.00",19.53K,0.24%
07/27/2021,"1,367.00","1,369.00","1,392.25","1,361.75",20.19K,0.33%
07/26/2021,"1,362.50","1,359.50","1,365.25","1,336.50",16.57K,0.50%
07/23/2021,"1,355.75","1,374.00","1,374.25","1,351.25",16.47K,-0.97%
07/22/2021,"1,369.00","1,398.00","1,398.00","1,350.25",23.58K,-2.06%
07/21/2021,"1,397.75","1,403.00","1,406.00","1,383.75",15.09K,-0.09%
07/20/2021,"1,399.00","1,391.00","1,414.00","1,384.25",18.66K,1.18%
07/19/2021,"1,382.75","1,427.00","1,431.25","1,381.25",14.63K,-1.65%
07/16/2021,"1,406.00","1,396.25","1,424.00","1,391.75",19.56K,0.84%
07/15/2021,"1,394.25","1,394.50","1,401.75","1,388.00",20.70K,-4.04%
07/14/2021,"1,453.00","1,414.00","1,458.25","1,407.00",36.42K,2.70%
07/13/2021,"1,414.75","1,403.75","1,425.00","1,400.25",32.51K,0.75%
07/12/2021,"1,404.25","1,378.50","1,409.50","1,378.50",26.87K,1.81%
07/09/2021,"1,379.25","1,367.50","1,382.50","1,356.75",21.97K,1.03%
07/08/2021,"1,365.25","1,377.75","1,383.00","1,353.00",28.36K,-0.11%
07/07/2021,"1,366.75","1,351.25","1,388.00","1,346.25",31.22K,1.67%
07/06/2021,"1,344.25","1,408.25","1,408.25","1,334.00",27.21K,-6.21%
07/02/2021,"1,433.25","1,429.00","1,449.50","1,417.50",20.78K,0.24%
07/01/2021,"1,429.75","1,434.75","1,459.75","1,409.00",29.45K,-0.02%
06/30/2021,"1,430.00","1,340.00","1,438.50","1,315.50",41.06K,6.74%
06/29/2021,"1,339.75","1,350.00","1,353.25","1,327.00",33.74K,0.22%
06/28/2021,"1,336.75","1,302.75","1,343.75","1,299.00",40.25K,2.61%
06/25/2021,"1,302.75","1,333.50","1,347.25","1,300.25",39.51K,-2.34%
06/24/2021,"1,334.00","1,345.25","1,346.00","1,305.50",29.89K,-0.89%
06/23/2021,"1,346.00","1,347.50","1,363.75","1,342.25",26.51K,-0.44%
06/22/2021,"1,352.00","1,374.75","1,380.75","1,350.50",23.55K,-1.33%
06/21/2021,"1,370.25","1,333.00","1,376.75","1,326.00",25.42K,1.13%
06/18/2021,"1,355.00","1,295.00","1,366.50","1,295.00",36.50K,4.63%
06/17/2021,"1,295.00","1,395.00","1,400.25","1,289.00",45.79K,-7.63%
06/16/2021,"1,402.00","1,429.00","1,435.25","1,396.25",22.63K,-1.68%
06/15/2021,"1,426.00","1,451.00","1,457.00","1,421.00",33.52K,-1.06%
06/14/2021,"1,441.25","1,477.75","1,480.25","1,428.00",25.40K,-2.78%
06/11/2021,"1,482.50","1,509.75","1,515.75","1,473.25",42.10K,-1.82%
06/10/2021,"1,510.00","1,523.00","1,538.25","1,501.75",33.49K,-0.85%
06/09/2021,"1,523.00","1,542.75","1,545.75","1,510.75",18.93K,-1.07%
06/08/2021,"1,539.50","1,531.50","1,552.75","1,523.25",22.57K,1.13%
06/07/2021,"1,522.25","1,553.25","1,577.75","1,520.75",27.54K,-0.99%
06/04/2021,"1,537.50","1,502.75","1,540.25","1,501.25",14.11K,2.21%
06/03/2021,"1,504.25","1,518.75","1,541.25","1,498.50",15.52K,-0.79%
06/02/2021,"1,516.25","1,498.25","1,520.75","1,495.00",16.38K,1.03%
06/01/2021,"1,500.75","1,493.50","1,528.25","1,490.00",12.71K,-2.78%
05/31/2021,"1,543.62","1,543.62","1,543.62","1,543.62",,4.16%
05/28/2021,"1,482.00","1,488.50","1,505.50","1,474.50",7.95K,-0.35%
05/27/2021,"1,487.25","1,456.25","1,489.25","1,443.75",11.35K,2.36%
05/26/2021,"1,453.00","1,461.25","1,470.75","1,438.00",12.08K,-0.51%
05/25/2021,"1,460.50","1,471.25","1,487.25","1,449.50",8.71K,-0.71%
05/24/2021,"1,471.00","1,466.50","1,472.75","1,452.50",7.00K,-0.08%
05/21/2021,"1,472.25","1,481.50","1,485.00","1,461.75",10.39K,-0.54%
05/20/2021,"1,480.25","1,492.25","1,498.75","1,470.25",8.88K,-0.35%
05/19/2021,"1,485.50","1,522.00","1,523.25","1,472.50",16.43K,-2.35%
05/18/2021,"1,521.25","1,525.00","1,540.25","1,514.25",12.49K,-0.28%
05/17/2021,"1,525.50","1,525.75","1,538.50","1,512.50",11.06K,-3.83%
05/14/2021,"1,586.25","1,583.50","1,612.75","1,577.00",104.66K,0.14%
05/13/2021,"1,584.00","1,639.75","1,645.25","1,575.00",164.12K,-3.56%
05/12/2021,"1,642.50","1,617.75","1,667.50","1,615.25",153.36K,1.72%
05/11/2021,"1,614.75","1,586.00","1,625.50","1,573.25",116.84K,1.72%
05/10/2021,"1,587.50","1,576.50","1,593.75","1,575.25",94.98K,-0.14%
05/07/2021,"1,589.75","1,566.25","1,599.50","1,562.25",108.53K,1.29%
05/06/2021,"1,569.50","1,547.00","1,571.00","1,543.00",112.47K,1.77%
05/05/2021,"1,542.25","1,540.00","1,554.00","1,532.25",87.26K,0.26%
05/04/2021,"1,538.25","1,524.00","1,553.00","1,519.00",93.06K,0.94%
05/03/2021,"1,524.00","1,549.25","1,563.50","1,515.75",107.74K,-0.67%
04/30/2021,"1,534.25","1,501.25","1,537.00","1,491.25",108.72K,2.13%
04/29/2021,"1,502.25","1,508.00","1,526.25","1,500.00",122.27K,-0.76%
04/28/2021,"1,513.75","1,515.50","1,544.50","1,490.50",188.64K,-0.38%
04/27/2021,"1,519.50","1,541.50","1,574.75","1,518.00",195.81K,-1.28%
04/26/2021,"1,539.25","1,524.00","1,544.75","1,515.00",160.82K,1.53%
04/23/2021,"1,516.00","1,514.25","1,525.50","1,498.75",139.85K,0.12%
04/22/2021,"1,514.25","1,480.50","1,524.00","1,480.00",158.66K,2.35%
04/21/2021,"1,479.50","1,460.00","1,481.75","1,453.00",126.88K,1.49%
04/20/2021,"1,457.75","1,435.75","1,471.50","1,435.75",122.05K,1.48%
04/19/2021,"1,436.50","1,430.00","1,441.75","1,423.50",91.84K,0.98%
04/16/2021,"1,422.50","1,410.50","1,430.00","1,410.50",97.09K,0.82%
04/15/2021,"1,411.00","1,401.75","1,414.25","1,400.00",76.93K,0.62%
04/14/2021,"1,402.25","1,386.50","1,408.75","1,382.75",93.32K,1.26%
04/13/2021,"1,384.75","1,381.50","1,394.25","1,374.75",96.05K,0.42%
04/12/2021,"1,379.00","1,398.00","1,401.75","1,374.75",102.69K,-1.38%
04/09/2021,"1,398.25","1,410.25","1,413.50","1,395.50",92.19K,-0.82%
04/08/2021,"1,409.75","1,403.00","1,415.75","1,398.50",77.90K,0.48%
04/07/2021,"1,403.00","1,411.25","1,420.00","1,398.50",57.56K,-0.58%
04/06/2021,"1,411.25","1,405.50","1,423.25","1,405.25",47.33K,0.41%
04/05/2021,"1,405.50","1,404.00","1,415.50","1,400.50",39.41K,0.63%
04/01/2021,"1,396.75","1,436.00","1,448.25","1,393.75",117.77K,-2.17%
03/31/2021,"1,427.75","1,359.00","1,427.75","1,355.00",101.57K,5.16%
03/30/2021,"1,357.75","1,384.75","1,387.25","1,356.00",44.74K,-1.99%
03/29/2021,"1,385.25","1,391.50","1,394.25","1,375.25",47.81K,-0.43%
03/26/2021,"1,391.25","1,404.00","1,408.25","1,390.00",61.67K,-0.94%
03/25/2021,"1,404.50","1,419.25","1,420.00","1,400.25",56.55K,-1.16%
03/24/2021,"1,421.00","1,409.50","1,422.25","1,406.50",49.09K,0.69%
03/23/2021,"1,411.25","1,404.75","1,422.75","1,401.75",60.24K,0.52%
03/22/2021,"1,404.00","1,405.50","1,409.50","1,392.75",30.15K,0.07%
03/19/2021,"1,403.00","1,378.00","1,404.75","1,377.50",36.30K,1.63%
03/18/2021,"1,380.50","1,405.75","1,407.00","1,378.25",44.26K,-1.81%
03/17/2021,"1,406.00","1,414.25","1,415.75","1,398.25",41.00K,-0.55%
03/16/2021,"1,413.75","1,410.75","1,415.00","1,403.00",37.66K,0.25%
03/15/2021,"1,410.25","1,398.00","1,413.75","1,392.00",39.93K,-0.21%
03/12/2021,"1,413.25","1,413.75","1,417.75","1,392.25",100.48K,-0.02%
03/11/2021,"1,413.50","1,410.50","1,422.50","1,400.75",95.56K,0.27%
03/10/2021,"1,409.75","1,442.00","1,445.75","1,408.25",124.17K,-2.10%
03/09/2021,"1,440.00","1,434.75","1,442.00","1,423.00",115.32K,0.44%
03/08/2021,"1,433.75","1,441.50","1,460.00","1,431.50",103.93K,0.26%
03/05/2021,"1,430.00","1,410.50","1,433.25","1,403.25",94.02K,1.38%
03/04/2021,"1,410.50","1,409.00","1,438.00","1,403.50",140.37K,0.21%
03/03/2021,"1,407.50","1,415.00","1,417.75","1,395.25",83.31K,-0.35%
03/02/2021,"1,412.50","1,393.50","1,416.50","1,380.75",110.17K,1.53%
03/01/2021,"1,391.25","1,415.00","1,422.50","1,389.50",106.59K,-0.93%
